TEAM_ABBREVIATION,TEAM_NAME,GAME_DATE,is_home,PTS,OPP_PTS,OPP_TEAM_NAME,_season
LAL,Los Angeles Lakers,2021-10-03,True,97,123,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2021-10-03,False,123,97,Los Angeles Lakers,2025-26
TOR,Toronto Raptors,2021-10-04,True,123,107,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2021-10-04,False,107,123,Toronto Raptors,2025-26
BOS,Boston Celtics,2021-10-04,True,98,97,Orlando Magic,2025-26
ORL,Orlando Magic,2021-10-04,False,97,98,Boston Celtics,2025-26
MIA,Miami Heat,2021-10-04,True,125,99,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2021-10-04,False,99,125,Miami Heat,2025-26
MIN,Minnesota Timberwolves,2021-10-05,True,117,114,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2021-10-05,False,114,117,Minnesota Timberwolves,2025-26
OKC,Oklahoma City Thunder,2021-10-05,True,97,113,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2021-10-05,False,113,97,Oklahoma City Thunder,2025-26
SA,San Antonio Spurs,2021-10-05,True,111,85,Utah Jazz,2025-26
UTAH,Utah Jazz,2021-10-05,False,85,111,San Antonio Spurs,2025-26
POR,Portland Trail Blazers,2021-10-05,True,107,121,Golden State Warriors,2025-26
GS,Golden State Warriors,2021-10-05,False,121,107,Portland Trail Blazers,2025-26
SAC,Sacramento Kings,2021-10-05,True,117,106,Phoenix Suns,2025-26
PHX,Phoenix Suns,2021-10-05,False,106,117,Sacramento Kings,2025-26
LAC,LA Clippers,2021-10-05,True,103,102,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-10-05,False,102,103,LA Clippers,2025-26
NY,New York Knicks,2021-10-05,True,125,104,Indiana Pacers,2025-26
IND,Indiana Pacers,2021-10-05,False,104,125,New York Knicks,2025-26
CHI,Chicago Bulls,2021-10-06,True,131,95,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-06,False,95,131,Chicago Bulls,2025-26
HOU,Houston Rockets,2021-10-06,True,125,119,Washington Wizards,2025-26
WSH,Washington Wizards,2021-10-06,False,119,125,Houston Rockets,2025-26
MEM,Memphis Grizzlies,2021-10-06,True,87,77,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2021-10-06,False,77,87,Memphis Grizzlies,2025-26
PHX,Phoenix Suns,2021-10-06,True,117,105,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2021-10-06,False,105,117,Phoenix Suns,2025-26
DET,Detroit Pistons,2021-10-06,True,115,105,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2021-10-06,False,105,115,Detroit Pistons,2025-26
ATL,Atlanta Hawks,2021-10-06,True,96,99,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-06,False,99,96,Atlanta Hawks,2025-26
NO,New Orleans Pelicans,2021-10-07,True,104,86,Orlando Magic,2025-26
ORL,Orlando Magic,2021-10-07,False,86,104,New Orleans Pelicans,2025-26
DAL,Dallas Mavericks,2021-10-07,True,111,101,Utah Jazz,2025-26
UTAH,Utah Jazz,2021-10-07,False,101,111,Dallas Mavericks,2025-26
GS,Golden State Warriors,2021-10-07,True,118,116,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-10-07,False,116,118,Golden State Warriors,2025-26
LAC,LA Clippers,2021-10-07,True,98,113,Sacramento Kings,2025-26
SAC,Sacramento Kings,2021-10-07,False,113,98,LA Clippers,2025-26
CHA,Charlotte Hornets,2021-10-07,True,98,128,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2021-10-07,False,128,98,Charlotte Hornets,2025-26
PHI,Philadelphia 76ers,2021-10-07,True,125,113,Toronto Raptors,2025-26
TOR,Toronto Raptors,2021-10-07,False,113,125,Philadelphia 76ers,2025-26
HOU,Houston Rockets,2021-10-08,True,106,113,Miami Heat,2025-26
MIA,Miami Heat,2021-10-08,False,113,106,Houston Rockets,2025-26
CLE,Cleveland Cavaliers,2021-10-08,True,100,109,Indiana Pacers,2025-26
IND,Indiana Pacers,2021-10-08,False,109,100,Cleveland Cavaliers,2025-26
BKN,Brooklyn Nets,2021-10-08,True,119,115,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2021-10-08,False,115,119,Brooklyn Nets,2025-26
CHI,Chicago Bulls,2021-10-09,True,121,85,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2021-10-09,False,85,121,Chicago Bulls,2025-26
DAL,Dallas Mavericks,2021-10-09,True,122,114,LA Clippers,2025-26
LAC,LA Clippers,2021-10-09,False,114,122,Dallas Mavericks,2025-26
SA,San Antonio Spurs,2021-10-09,True,105,109,Miami Heat,2025-26
MIA,Miami Heat,2021-10-09,False,109,105,San Antonio Spurs,2025-26
DEN,Denver Nuggets,2021-10-09,True,112,114,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2021-10-09,False,114,112,Denver Nuggets,2025-26
GS,Golden State Warriors,2021-10-09,True,121,114,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2021-10-09,False,114,121,Golden State Warriors,2025-26
BOS,Boston Celtics,2021-10-09,True,113,111,Toronto Raptors,2025-26
TOR,Toronto Raptors,2021-10-09,False,111,113,Boston Celtics,2025-26
WSH,Washington Wizards,2021-10-09,True,99,117,New York Knicks,2025-26
NY,New York Knicks,2021-10-09,False,117,99,Washington Wizards,2025-26
MEM,Memphis Grizzlies,2021-10-10,True,87,91,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2021-10-10,False,91,87,Memphis Grizzlies,2025-26
ORL,Orlando Magic,2021-10-10,True,100,101,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2021-10-10,False,101,100,Orlando Magic,2025-26
CLE,Cleveland Cavaliers,2021-10-10,True,101,102,Chicago Bulls,2025-26
CHI,Chicago Bulls,2021-10-10,False,102,101,Cleveland Cavaliers,2025-26
MIL,Milwaukee Bucks,2021-10-10,True,130,110,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2021-10-10,False,110,130,Milwaukee Bucks,2025-26
LAL,Los Angeles Lakers,2021-10-11,True,94,123,Phoenix Suns,2025-26
PHX,Phoenix Suns,2021-10-11,False,123,94,Los Angeles Lakers,2025-26
TOR,Toronto Raptors,2021-10-11,True,107,92,Houston Rockets,2025-26
HOU,Houston Rockets,2021-10-11,False,92,107,Toronto Raptors,2025-26
MIA,Miami Heat,2021-10-11,True,104,103,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2021-10-11,False,103,104,Miami Heat,2025-26
PHI,Philadelphia 76ers,2021-10-12,True,115,104,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2021-10-12,False,104,115,Philadelphia 76ers,2025-26
MEM,Memphis Grizzlies,2021-10-12,True,127,92,Detroit Pistons,2025-26
DET,Detroit Pistons,2021-10-12,False,92,127,Memphis Grizzlies,2025-26
UTAH,Utah Jazz,2021-10-12,True,127,96,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2021-10-12,False,96,127,Utah Jazz,2025-26
POR,Portland Trail Blazers,2021-10-12,True,93,107,Sacramento Kings,2025-26
SAC,Sacramento Kings,2021-10-12,False,107,93,Portland Trail Blazers,2025-26
LAC,LA Clippers,2021-10-12,True,100,128,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2021-10-12,False,128,100,LA Clippers,2025-26
WSH,Washington Wizards,2021-10-12,True,108,113,Toronto Raptors,2025-26
TOR,Toronto Raptors,2021-10-12,False,113,108,Washington Wizards,2025-26
LAL,Los Angeles Lakers,2021-10-13,True,99,111,Golden State Warriors,2025-26
GS,Golden State Warriors,2021-10-13,False,111,99,Los Angeles Lakers,2025-26
PHX,Phoenix Suns,2021-10-13,True,119,74,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2021-10-13,False,74,119,Phoenix Suns,2025-26
CHA,Charlotte Hornets,2021-10-13,True,59,127,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2021-10-13,False,127,59,Charlotte Hornets,2025-26
IND,Indiana Pacers,2021-10-13,True,109,107,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2021-10-13,False,107,109,Indiana Pacers,2025-26
ORL,Orlando Magic,2021-10-13,True,103,102,Boston Celtics,2025-26
BOS,Boston Celtics,2021-10-13,False,102,103,Orlando Magic,2025-26
NY,New York Knicks,2021-10-13,True,108,100,Detroit Pistons,2025-26
DET,Detroit Pistons,2021-10-13,False,100,108,New York Knicks,2025-26
OKC,Oklahoma City Thunder,2021-10-14,True,108,99,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-10-14,False,99,108,Oklahoma City Thunder,2025-26
UTAH,Utah Jazz,2021-10-14,True,124,120,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2021-10-14,False,120,124,Utah Jazz,2025-26
ATL,Atlanta Hawks,2021-10-14,True,127,92,Miami Heat,2025-26
MIA,Miami Heat,2021-10-14,False,92,127,Atlanta Hawks,2025-26
BKN,Brooklyn Nets,2021-10-14,True,107,101,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2021-10-14,False,101,107,Brooklyn Nets,2025-26
OKC,Oklahoma City Thunder,2021-10-15,True,107,113,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-10-15,False,113,107,Oklahoma City Thunder,2025-26
SAC,Sacramento Kings,2021-10-15,True,116,112,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2021-10-15,False,112,116,Sacramento Kings,2025-26
MIA,Miami Heat,2021-10-15,True,121,100,Boston Celtics,2025-26
BOS,Boston Celtics,2021-10-15,False,100,121,Miami Heat,2025-26
DET,Detroit Pistons,2021-10-15,True,112,108,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2021-10-15,False,108,112,Detroit Pistons,2025-26
IND,Indiana Pacers,2021-10-15,True,94,110,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-15,False,110,94,Indiana Pacers,2025-26
NY,New York Knicks,2021-10-15,True,115,113,Washington Wizards,2025-26
WSH,Washington Wizards,2021-10-15,False,113,115,New York Knicks,2025-26
CHI,Chicago Bulls,2021-10-16,True,118,105,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2021-10-16,False,105,118,Chicago Bulls,2025-26
MIL,Milwaukee Bucks,2021-10-16,True,103,114,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2021-10-16,False,114,103,Milwaukee Bucks,2025-26
SA,San Antonio Spurs,2021-10-16,True,126,98,Houston Rockets,2025-26
HOU,Houston Rockets,2021-10-16,False,98,126,San Antonio Spurs,2025-26
GS,Golden State Warriors,2021-10-16,True,119,97,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2021-10-16,False,97,119,Golden State Warriors,2025-26
MIL,Milwaukee Bucks,2021-10-19,True,127,104,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2021-10-19,False,104,127,Milwaukee Bucks,2025-26
LAL,Los Angeles Lakers,2021-10-20,True,114,121,Golden State Warriors,2025-26
GS,Golden State Warriors,2021-10-20,False,121,114,Los Angeles Lakers,2025-26
CHA,Charlotte Hornets,2021-10-20,True,123,122,Indiana Pacers,2025-26
IND,Indiana Pacers,2021-10-20,False,122,123,Charlotte Hornets,2025-26
DET,Detroit Pistons,2021-10-20,True,88,94,Chicago Bulls,2025-26
CHI,Chicago Bulls,2021-10-20,False,94,88,Detroit Pistons,2025-26
NY,New York Knicks,2021-10-20,True,138,134,Boston Celtics,2025-26
BOS,Boston Celtics,2021-10-20,False,134,138,New York Knicks,2025-26
TOR,Toronto Raptors,2021-10-20,True,83,98,Washington Wizards,2025-26
WSH,Washington Wizards,2021-10-20,False,98,83,Toronto Raptors,2025-26
MEM,Memphis Grizzlies,2021-10-21,True,132,121,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-21,False,121,132,Memphis Grizzlies,2025-26
MIN,Minnesota Timberwolves,2021-10-21,True,124,106,Houston Rockets,2025-26
HOU,Houston Rockets,2021-10-21,False,106,124,Minnesota Timberwolves,2025-26
NO,New Orleans Pelicans,2021-10-21,True,97,117,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2021-10-21,False,117,97,New Orleans Pelicans,2025-26
SA,San Antonio Spurs,2021-10-21,True,123,97,Orlando Magic,2025-26
ORL,Orlando Magic,2021-10-21,False,97,123,San Antonio Spurs,2025-26
UTAH,Utah Jazz,2021-10-21,True,107,86,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2021-10-21,False,86,107,Utah Jazz,2025-26
PHX,Phoenix Suns,2021-10-21,True,98,110,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-10-21,False,110,98,Phoenix Suns,2025-26
POR,Portland Trail Blazers,2021-10-21,True,121,124,Sacramento Kings,2025-26
SAC,Sacramento Kings,2021-10-21,False,124,121,Portland Trail Blazers,2025-26
ATL,Atlanta Hawks,2021-10-21,True,113,87,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2021-10-21,False,87,113,Atlanta Hawks,2025-26
MIA,Miami Heat,2021-10-22,True,137,95,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2021-10-22,False,95,137,Miami Heat,2025-26
GS,Golden State Warriors,2021-10-22,True,115,113,LA Clippers,2025-26
LAC,LA Clippers,2021-10-22,False,113,115,Golden State Warriors,2025-26
CLE,Cleveland Cavaliers,2021-10-22,True,112,123,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2021-10-22,False,123,112,Cleveland Cavaliers,2025-26
ORL,Orlando Magic,2021-10-22,True,96,121,New York Knicks,2025-26
NY,New York Knicks,2021-10-22,False,121,96,Orlando Magic,2025-26
WSH,Washington Wizards,2021-10-22,True,135,134,Indiana Pacers,2025-26
IND,Indiana Pacers,2021-10-22,False,134,135,Washington Wizards,2025-26
PHI,Philadelphia 76ers,2021-10-22,True,109,114,Brooklyn Nets,2025-26
BKN,Brooklyn Nets,2021-10-22,False,114,109,Philadelphia 76ers,2025-26
BOS,Boston Celtics,2021-10-22,True,83,115,Toronto Raptors,2025-26
TOR,Toronto Raptors,2021-10-22,False,115,83,Boston Celtics,2025-26
CHI,Chicago Bulls,2021-10-23,True,128,112,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2021-10-23,False,112,128,Chicago Bulls,2025-26
HOU,Houston Rockets,2021-10-23,True,124,91,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2021-10-23,False,91,124,Houston Rockets,2025-26
DEN,Denver Nuggets,2021-10-23,True,102,96,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2021-10-23,False,96,102,Denver Nuggets,2025-26
LAL,Los Angeles Lakers,2021-10-23,True,105,115,Phoenix Suns,2025-26
PHX,Phoenix Suns,2021-10-23,False,115,105,Los Angeles Lakers,2025-26
SAC,Sacramento Kings,2021-10-23,True,101,110,Utah Jazz,2025-26
UTAH,Utah Jazz,2021-10-23,False,110,101,Sacramento Kings,2025-26
CLE,Cleveland Cavaliers,2021-10-23,True,101,95,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2021-10-23,False,95,101,Cleveland Cavaliers,2025-26
IND,Indiana Pacers,2021-10-23,True,102,91,Miami Heat,2025-26
MIA,Miami Heat,2021-10-23,False,91,102,Indiana Pacers,2025-26
TOR,Toronto Raptors,2021-10-23,True,95,103,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2021-10-23,False,103,95,Toronto Raptors,2025-26
CHI,Chicago Bulls,2021-10-24,True,97,82,Detroit Pistons,2025-26
DET,Detroit Pistons,2021-10-24,False,82,97,Chicago Bulls,2025-26
MIN,Minnesota Timberwolves,2021-10-24,True,96,89,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2021-10-24,False,89,96,Minnesota Timberwolves,2025-26
SA,San Antonio Spurs,2021-10-24,True,111,121,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2021-10-24,False,121,111,San Antonio Spurs,2025-26
POR,Portland Trail Blazers,2021-10-24,True,134,105,Phoenix Suns,2025-26
PHX,Phoenix Suns,2021-10-24,False,105,134,Portland Trail Blazers,2025-26
LAC,LA Clippers,2021-10-24,True,114,120,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2021-10-24,False,120,114,LA Clippers,2025-26
BKN,Brooklyn Nets,2021-10-24,True,95,111,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2021-10-24,False,111,95,Brooklyn Nets,2025-26
NY,New York Knicks,2021-10-24,True,104,110,Orlando Magic,2025-26
ORL,Orlando Magic,2021-10-24,False,110,104,New York Knicks,2025-26
HOU,Houston Rockets,2021-10-24,True,97,107,Boston Celtics,2025-26
BOS,Boston Celtics,2021-10-24,False,107,97,Houston Rockets,2025-26
OKC,Oklahoma City Thunder,2021-10-24,True,103,115,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2021-10-24,False,115,103,Oklahoma City Thunder,2025-26
SAC,Sacramento Kings,2021-10-25,True,107,119,Golden State Warriors,2025-26
GS,Golden State Warriors,2021-10-25,False,119,107,Sacramento Kings,2025-26
LAL,Los Angeles Lakers,2021-10-25,True,121,118,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2021-10-25,False,118,121,Los Angeles Lakers,2025-26
CHA,Charlotte Hornets,2021-10-25,True,129,140,Boston Celtics,2025-26
BOS,Boston Celtics,2021-10-25,False,140,129,Charlotte Hornets,2025-26
IND,Indiana Pacers,2021-10-25,True,109,119,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2021-10-25,False,119,109,Indiana Pacers,2025-26
ATL,Atlanta Hawks,2021-10-25,True,122,104,Detroit Pistons,2025-26
DET,Detroit Pistons,2021-10-25,False,104,122,Atlanta Hawks,2025-26
BKN,Brooklyn Nets,2021-10-25,True,104,90,Washington Wizards,2025-26
WSH,Washington Wizards,2021-10-25,False,90,104,Brooklyn Nets,2025-26
MIA,Miami Heat,2021-10-25,True,107,90,Orlando Magic,2025-26
ORL,Orlando Magic,2021-10-25,False,90,107,Miami Heat,2025-26
TOR,Toronto Raptors,2021-10-25,True,108,111,Chicago Bulls,2025-26
CHI,Chicago Bulls,2021-10-25,False,111,108,Toronto Raptors,2025-26
MIN,Minnesota Timberwolves,2021-10-26,True,98,107,New Orleans Pelicans,2025-26
NO,New Orleans Pelicans,2021-10-26,False,107,98,Minnesota Timberwolves,2025-26
DEN,Denver Nuggets,2021-10-26,True,87,99,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-26,False,99,87,Denver Nuggets,2025-26
LAC,LA Clippers,2021-10-26,True,116,86,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2021-10-26,False,86,116,LA Clippers,2025-26
NY,New York Knicks,2021-10-26,True,112,99,Philadelphia 76ers,2025-26
PHI,Philadelphia 76ers,2021-10-26,False,99,112,New York Knicks,2025-26
OKC,Oklahoma City Thunder,2021-10-27,True,98,106,Golden State Warriors,2025-26
GS,Golden State Warriors,2021-10-27,False,106,98,Oklahoma City Thunder,2025-26
DAL,Dallas Mavericks,2021-10-27,True,116,106,Houston Rockets,2025-26
HOU,Houston Rockets,2021-10-27,False,106,116,Dallas Mavericks,2025-26
SA,San Antonio Spurs,2021-10-27,True,121,125,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2021-10-27,False,125,121,San Antonio Spurs,2025-26
UTAH,Utah Jazz,2021-10-27,True,122,110,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-10-27,False,110,122,Utah Jazz,2025-26
ORL,Orlando Magic,2021-10-27,True,111,120,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2021-10-27,False,120,111,Orlando Magic,2025-26
BOS,Boston Celtics,2021-10-27,True,107,116,Washington Wizards,2025-26
WSH,Washington Wizards,2021-10-27,False,116,107,Boston Celtics,2025-26
BKN,Brooklyn Nets,2021-10-27,True,93,106,Miami Heat,2025-26
MIA,Miami Heat,2021-10-27,False,106,93,Brooklyn Nets,2025-26
TOR,Toronto Raptors,2021-10-27,True,118,100,Indiana Pacers,2025-26
IND,Indiana Pacers,2021-10-27,False,100,118,Toronto Raptors,2025-26
NO,New Orleans Pelicans,2021-10-27,True,99,102,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2021-10-27,False,102,99,New Orleans Pelicans,2025-26
MIL,Milwaukee Bucks,2021-10-28,True,108,113,Minnesota Timberwolves,2025-26
MIN,Minnesota Timberwolves,2021-10-28,False,113,108,Milwaukee Bucks,2025-26
OKC,Oklahoma City Thunder,2021-10-28,True,123,115,Los Angeles Lakers,2025-26
LAL,Los Angeles Lakers,2021-10-28,False,115,123,Oklahoma City Thunder,2025-26
PHX,Phoenix Suns,2021-10-28,True,107,110,Sacramento Kings,2025-26
SAC,Sacramento Kings,2021-10-28,False,110,107,Phoenix Suns,2025-26
POR,Portland Trail Blazers,2021-10-28,True,116,96,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2021-10-28,False,96,116,Portland Trail Blazers,2025-26
LAC,LA Clippers,2021-10-28,True,79,92,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-28,False,92,79,LA Clippers,2025-26
PHI,Philadelphia 76ers,2021-10-28,True,110,102,Detroit Pistons,2025-26
DET,Detroit Pistons,2021-10-28,False,102,110,Philadelphia 76ers,2025-26
WSH,Washington Wizards,2021-10-28,True,122,111,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2021-10-28,False,111,122,Washington Wizards,2025-26
CHI,Chicago Bulls,2021-10-29,True,103,104,New York Knicks,2025-26
NY,New York Knicks,2021-10-29,False,104,103,Chicago Bulls,2025-26
HOU,Houston Rockets,2021-10-29,True,91,122,Utah Jazz,2025-26
UTAH,Utah Jazz,2021-10-29,False,122,91,Houston Rockets,2025-26
DAL,Dallas Mavericks,2021-10-29,True,104,99,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2021-10-29,False,99,104,Dallas Mavericks,2025-26
GS,Golden State Warriors,2021-10-29,True,101,104,Memphis Grizzlies,2025-26
MEM,Memphis Grizzlies,2021-10-29,False,104,101,Golden State Warriors,2025-26
TOR,Toronto Raptors,2021-10-29,True,110,109,Orlando Magic,2025-26
ORL,Orlando Magic,2021-10-29,False,109,110,Toronto Raptors,2025-26
BKN,Brooklyn Nets,2021-10-29,True,105,98,Indiana Pacers,2025-26
IND,Indiana Pacers,2021-10-29,False,98,105,Brooklyn Nets,2025-26
MIA,Miami Heat,2021-10-29,True,114,99,Charlotte Hornets,2025-26
CHA,Charlotte Hornets,2021-10-29,False,99,114,Miami Heat,2025-26
NO,New Orleans Pelicans,2021-10-30,True,109,113,Sacramento Kings,2025-26
SAC,Sacramento Kings,2021-10-30,False,113,109,New Orleans Pelicans,2025-26
DEN,Denver Nuggets,2021-10-30,True,106,75,Dallas Mavericks,2025-26
DAL,Dallas Mavericks,2021-10-30,False,75,106,Denver Nuggets,2025-26
POR,Portland Trail Blazers,2021-10-30,True,111,92,LA Clippers,2025-26
LAC,LA Clippers,2021-10-30,False,92,111,Portland Trail Blazers,2025-26
LAL,Los Angeles Lakers,2021-10-30,True,113,101,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-30,False,101,113,Los Angeles Lakers,2025-26
WSH,Washington Wizards,2021-10-30,True,115,112,Boston Celtics,2025-26
BOS,Boston Celtics,2021-10-30,False,112,115,Washington Wizards,2025-26
DET,Detroit Pistons,2021-10-30,True,110,103,Orlando Magic,2025-26
ORL,Orlando Magic,2021-10-30,False,103,110,Detroit Pistons,2025-26
NO,New Orleans Pelicans,2021-10-30,True,117,123,New York Knicks,2025-26
NY,New York Knicks,2021-10-30,False,123,117,New Orleans Pelicans,2025-26
IND,Indiana Pacers,2021-10-30,True,94,97,Toronto Raptors,2025-26
TOR,Toronto Raptors,2021-10-30,False,97,94,Indiana Pacers,2025-26
PHI,Philadelphia 76ers,2021-10-30,True,122,94,Atlanta Hawks,2025-26
ATL,Atlanta Hawks,2021-10-30,False,94,122,Philadelphia 76ers,2025-26
CHI,Chicago Bulls,2021-10-31,True,107,99,Utah Jazz,2025-26
UTAH,Utah Jazz,2021-10-31,False,99,107,Chicago Bulls,2025-26
MEM,Memphis Grizzlies,2021-10-31,True,103,129,Miami Heat,2025-26
MIA,Miami Heat,2021-10-31,False,129,103,Memphis Grizzlies,2025-26
MIL,Milwaukee Bucks,2021-10-31,True,93,102,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2021-10-31,False,102,93,Milwaukee Bucks,2025-26
GS,Golden State Warriors,2021-10-31,True,103,82,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2021-10-31,False,82,103,Golden State Warriors,2025-26
MIN,Minnesota Timberwolves,2021-10-31,True,91,93,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-10-31,False,93,91,Minnesota Timberwolves,2025-26
PHX,Phoenix Suns,2021-10-31,True,101,92,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-10-31,False,92,101,Phoenix Suns,2025-26
DAL,Dallas Mavericks,2021-10-31,True,105,99,Sacramento Kings,2025-26
SAC,Sacramento Kings,2021-10-31,False,99,105,Dallas Mavericks,2025-26
CHA,Charlotte Hornets,2021-10-31,True,125,113,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2021-10-31,False,113,125,Charlotte Hornets,2025-26
MIL,Milwaukee Bucks,2021-10-31,True,95,107,Utah Jazz,2025-26
UTAH,Utah Jazz,2021-10-31,False,107,95,Milwaukee Bucks,2025-26
BKN,Brooklyn Nets,2021-10-31,True,117,91,Detroit Pistons,2025-26
DET,Detroit Pistons,2021-10-31,False,91,117,Brooklyn Nets,2025-26
LAL,Los Angeles Lakers,2021-11-01,True,95,85,Houston Rockets,2025-26
HOU,Houston Rockets,2021-11-01,False,85,95,Los Angeles Lakers,2025-26
CHA,Charlotte Hornets,2021-11-01,True,110,113,Cleveland Cavaliers,2025-26
CLE,Cleveland Cavaliers,2021-11-01,False,113,110,Charlotte Hornets,2025-26
IND,Indiana Pacers,2021-11-01,True,131,118,San Antonio Spurs,2025-26
SA,San Antonio Spurs,2021-11-01,False,118,131,Indiana Pacers,2025-26
PHI,Philadelphia 76ers,2021-11-01,True,113,103,Portland Trail Blazers,2025-26
POR,Portland Trail Blazers,2021-11-01,False,103,113,Philadelphia 76ers,2025-26
ATL,Atlanta Hawks,2021-11-01,True,118,111,Washington Wizards,2025-26
WSH,Washington Wizards,2021-11-01,False,111,118,Atlanta Hawks,2025-26
BOS,Boston Celtics,2021-11-01,True,114,128,Chicago Bulls,2025-26
CHI,Chicago Bulls,2021-11-01,False,128,114,Boston Celtics,2025-26
NY,New York Knicks,2021-11-01,True,104,113,Toronto Raptors,2025-26
TOR,Toronto Raptors,2021-11-01,False,113,104,New York Knicks,2025-26
MEM,Memphis Grizzlies,2021-11-02,True,106,97,Denver Nuggets,2025-26
DEN,Denver Nuggets,2021-11-02,False,97,106,Memphis Grizzlies,2025-26
MIN,Minnesota Timberwolves,2021-11-02,True,97,115,Orlando Magic,2025-26
ORL,Orlando Magic,2021-11-02,False,115,97,Minnesota Timberwolves,2025-26
LAC,LA Clippers,2021-11-02,True,99,94,Oklahoma City Thunder,2025-26
OKC,Oklahoma City Thunder,2021-11-02,False,94,99,LA Clippers,2025-26
DET,Detroit Pistons,2021-11-02,True,89,117,Milwaukee Bucks,2025-26
MIL,Milwaukee Bucks,2021-11-02,False,117,89,Detroit Pistons,2025-26
DAL,Dallas Mavericks,2021-11-02,True,110,125,Miami Heat,2025-26
MIA,Miami Heat,2021-11-02,False,125,110,Dallas Mavericks,2025-26
UTAH,Utah Jazz,2021-11-03,True,119,113,Sacramento Kings,2025-26
